date,eligible_count,dow,is_weekend,day_of_month,month,pct_retweet,pct_quote,pct_original,total_tweets_incl_replies,reply_count_today,reply_rate,peak_hour_count,active_hours,posting_concentration,mean_gap_min,median_gap_min,max_gap_min,pct_gaps_under_5min,first_tweet_hour,last_tweet_hour,posting_span_hours,late_night_tweets,late_night_pct,flurry_hours,max_hourly_count,has_flurry,mean_impressions,mean_likes,eligible_count_lag1,reply_rate_lag1,eligible_count_lag2,reply_rate_lag2,eligible_count_lag3,reply_rate_lag3,eligible_count_lag7,reply_rate_lag7,eligible_rolling_3d_mean,eligible_rolling_3d_std,eligible_rolling_7d_mean,eligible_rolling_7d_std,eligible_rolling_14d_mean,eligible_rolling_14d_std,trend_3d_vs_14d,daily_change,daily_change_pct
2025-09-20,21,5,1,20,9,0.4286,0.5714,0.0,51,30,0.5882,6,8,0.2857,60.5,7.72,382.42,0.45,2,22,20,6,0.2857,1,6,1,8447873.0,54411.0,,,,,,,,,,,,,,,,,
2025-09-21,33,6,1,21,9,0.7273,0.1515,0.1212,52,19,0.3654,10,11,0.303,43.06,6.58,583.53,0.4688,0,23,23,11,0.3333,3,10,1,10036961.0,143645.0,21.0,0.5882,,,,,,,,,,,,,,12.0,0.5714
2025-09-22,9,0,0,22,9,0.6667,0.2222,0.1111,30,21,0.7,3,6,0.3333,122.24,37.67,683.12,0.25,0,16,16,7,0.7778,0,3,0,9149916.0,110550.0,33.0,0.3654,21.0,0.5882,,,,,21.0,12.0,,,,,,-24.0,-0.7273
2025-09-23,21,1,0,23,9,0.6667,0.3333,0.0,47,26,0.5532,6,6,0.2857,41.61,2.98,542.62,0.6,3,17,14,5,0.2381,1,6,1,10596261.0,71609.0,9.0,0.7,33.0,0.3654,21.0,0.5882,,,21.0,12.0,,,,,,12.0,1.3333
2025-09-24,4,2,0,24,9,0.75,0.0,0.25,9,5,0.5556,2,3,0.5,351.24,94.72,952.85,0.0,5,22,17,0,0.0,0,2,0,5362536.0,34331.0,21.0,0.5532,9.0,0.7,33.0,0.3654,,,11.33,8.74,,,,,,-17.0,-0.8095
2025-09-25,16,3,0,25,9,0.6875,0.1875,0.125,31,15,0.4839,6,6,0.375,66.02,6.03,401.92,0.4667,4,20,16,1,0.0625,1,6,1,7885619.0,57548.0,4.0,0.5556,21.0,0.5532,9.0,0.7,,,13.67,8.74,,,,,,12.0,3.0
2025-09-26,18,4,0,26,9,0.6667,0.2778,0.0556,29,11,0.3793,9,3,0.5,25.73,3.52,371.45,0.7059,7,14,7,0,0.0,2,9,1,8605423.0,65140.0,16.0,0.4839,4.0,0.5556,21.0,0.5532,,,12.67,7.57,17.43,9.32,,,,2.0,0.125
2025-09-27,18,5,1,27,9,0.5556,0.3333,0.1111,36,18,0.5,6,6,0.3333,69.22,3.72,555.58,0.5882,2,22,20,4,0.2222,1,6,1,10583572.0,69864.0,18.0,0.3793,16.0,0.4839,4.0,0.5556,21.0,0.5882,17.33,1.15,17.0,9.2,,,,0.0,0.0
2025-09-28,33,6,1,28,9,0.6667,0.303,0.0303,62,29,0.4677,16,6,0.4848,31.21,2.08,391.5,0.6875,5,22,17,0,0.0,2,16,1,7602691.0,45516.0,18.0,0.5,18.0,0.3793,16.0,0.4839,33.0,0.3654,23.0,8.66,17.0,9.2,,,,15.0,0.8333
2025-09-29,8,0,0,29,9,0.75,0.25,0.0,16,8,0.5,5,2,0.625,14.95,3.1,67.97,0.5714,4,5,1,5,0.625,1,5,1,4452678.0,32974.0,33.0,0.4677,18.0,0.5,18.0,0.3793,9.0,0.7,19.67,12.58,16.86,9.35,,,,-25.0,-0.7576
2025-09-30,45,1,0,30,9,0.5778,0.3778,0.0444,69,24,0.3478,15,8,0.3333,27.06,2.05,351.67,0.6818,2,22,20,2,0.0444,4,15,1,9318895.0,81532.0,8.0,0.5,33.0,0.4677,18.0,0.5,21.0,0.5532,28.67,18.88,20.29,14.24,,,,37.0,4.625
2025-10-01,47,2,0,1,10,0.5106,0.383,0.1064,93,46,0.4946,13,8,0.2766,22.41,2.84,433.92,0.6957,6,23,17,0,0.0,3,13,1,9970879.0,100057.0,45.0,0.3478,8.0,0.5,33.0,0.4677,4.0,0.5556,33.33,21.96,26.43,15.28,,,,2.0,0.0444
2025-10-02,68,3,0,2,10,0.5735,0.4118,0.0147,104,36,0.3462,20,9,0.2941,21.15,1.42,584.4,0.7463,0,23,23,5,0.0735,5,20,1,6812627.0,53674.0,47.0,0.4946,45.0,0.3478,8.0,0.5,16.0,0.4839,53.33,12.74,33.86,20.96,,,,21.0,0.4468
2025-10-03,20,4,0,3,10,0.5,0.5,0.0,47,27,0.5745,8,6,0.4,47.67,4.9,375.77,0.5263,0,15,15,4,0.2,1,8,1,14415191.0,120786.0,68.0,0.3462,47.0,0.4946,45.0,0.3478,18.0,0.3793,45.0,24.06,34.14,20.72,25.79,17.7,19.21,-48.0,-0.7059
2025-10-04,24,5,1,4,10,0.7083,0.2083,0.0833,46,22,0.4783,12,6,0.5,35.54,4.47,467.78,0.5652,4,17,13,7,0.2917,2,12,1,5558915.0,38706.0,20.0,0.5745,68.0,0.3462,47.0,0.4946,18.0,0.5,37.33,26.63,35.0,20.05,26.0,17.66,11.33,4.0,0.2
2025-10-05,61,6,1,5,10,0.5902,0.3934,0.0164,94,33,0.3511,18,9,0.2951,18.5,1.58,389.23,0.7333,3,22,19,27,0.4426,5,18,1,7475193.0,51506.0,24.0,0.4783,20.0,0.5745,68.0,0.3462,33.0,0.4677,35.0,22.61,39.0,22.26,28.0,19.95,7.0,37.0,1.5417
2025-10-06,40,0,0,6,10,0.65,0.3,0.05,58,18,0.3103,13,10,0.325,23.54,2.08,493.13,0.7179,2,18,16,5,0.125,2,13,1,6822030.0,47752.0,61.0,0.3511,24.0,0.4783,20.0,0.5745,8.0,0.5,41.67,18.56,43.57,17.63,30.21,19.39,11.46,-21.0,-0.3443
2025-10-07,47,1,0,7,10,0.6596,0.2979,0.0426,58,11,0.1897,20,9,0.4255,22.62,1.67,263.88,0.7391,4,21,17,20,0.4255,2,20,1,6031950.0,25114.0,40.0,0.3103,61.0,0.3511,24.0,0.4783,45.0,0.3478,49.33,10.69,43.86,17.68,32.07,19.68,17.26,7.0,0.175
2025-10-08,31,2,0,8,10,0.6774,0.3226,0.0,41,10,0.2439,12,8,0.3871,42.31,2.4,446.63,0.6,0,21,21,11,0.3548,2,12,1,5377963.0,30510.0,47.0,0.1897,40.0,0.3103,61.0,0.3511,47.0,0.4946,39.33,8.02,41.57,18.23,34.0,17.97,5.33,-16.0,-0.3404
2025-10-09,41,3,0,9,10,0.7073,0.2439,0.0488,76,35,0.4605,9,9,0.2195,25.32,5.18,373.63,0.475,4,21,17,5,0.122,6,9,1,5316630.0,22049.0,31.0,0.2439,47.0,0.1897,40.0,0.3103,68.0,0.3462,39.67,8.08,37.71,14.09,35.79,17.27,3.88,10.0,0.3226
2025-10-10,39,4,0,10,10,0.641,0.359,0.0,96,57,0.5938,17,9,0.4359,31.61,4.18,381.52,0.6316,3,23,20,6,0.1538,3,17,1,6900984.0,40891.0,41.0,0.4605,31.0,0.2439,47.0,0.1897,20.0,0.5745,37.0,5.29,40.43,11.75,37.29,16.5,-0.29,-2.0,-0.0488
2025-10-11,20,5,1,11,10,0.75,0.25,0.0,40,20,0.5,5,8,0.25,63.06,10.68,300.27,0.4737,2,22,20,6,0.3,1,5,1,3764902.0,17436.0,39.0,0.5938,41.0,0.4605,31.0,0.2439,24.0,0.4783,33.33,11.59,39.86,12.73,37.43,16.33,-4.1,-19.0,-0.4872
2025-10-12,25,6,1,12,10,0.48,0.48,0.04,56,31,0.5536,8,8,0.32,35.31,4.47,338.23,0.5417,2,16,14,4,0.16,1,8,1,13530065.0,75147.0,20.0,0.5,39.0,0.5938,41.0,0.4605,61.0,0.3511,28.0,9.85,34.71,9.67,36.86,16.64,-8.86,5.0,0.25
2025-10-13,35,0,0,13,10,0.6571,0.2857,0.0571,52,17,0.3269,9,8,0.2571,38.22,1.69,408.63,0.7059,1,23,22,17,0.4857,3,9,1,3681531.0,20964.0,25.0,0.5536,20.0,0.5,39.0,0.5938,40.0,0.3103,26.67,7.64,34.0,9.4,38.79,14.46,-12.12,10.0,0.4
2025-10-14,30,1,0,14,10,0.6,0.3333,0.0667,77,47,0.6104,6,11,0.2,46.37,13.97,267.47,0.3448,0,23,23,8,0.2667,2,6,1,7424617.0,46188.0,35.0,0.3269,25.0,0.5536,20.0,0.5,47.0,0.1897,30.0,5.0,31.57,7.48,37.71,14.51,-7.71,-5.0,-0.1429
2025-10-15,25,2,0,15,10,0.68,0.24,0.08,44,19,0.4318,8,9,0.32,33.21,7.69,347.13,0.3333,4,18,14,1,0.04,1,8,1,8885397.0,77212.0,30.0,0.6104,35.0,0.3269,25.0,0.5536,31.0,0.2439,30.0,5.0,30.71,7.89,36.14,14.62,-6.14,-5.0,-0.1667
2025-10-16,19,3,0,16,10,0.7368,0.2632,0.0,36,17,0.4722,7,6,0.3684,37.85,9.81,425.93,0.3889,5,17,12,0,0.0,2,7,1,6572479.0,35905.0,25.0,0.4318,30.0,0.6104,35.0,0.3269,41.0,0.4605,24.67,5.51,27.57,7.48,32.64,12.05,-7.97,-6.0,-0.24
2025-10-17,24,4,0,17,10,0.625,0.3333,0.0417,32,8,0.25,14,5,0.5833,37.82,1.95,461.92,0.6957,5,19,14,0,0.0,2,14,1,6329649.0,42254.0,19.0,0.4722,25.0,0.4318,30.0,0.6104,39.0,0.5938,22.67,3.21,25.43,5.56,32.93,11.77,-10.26,5.0,0.2632
2025-10-18,61,5,1,18,10,0.5082,0.3934,0.0984,105,44,0.419,16,8,0.2623,17.0,1.97,276.88,0.65,6,23,17,0,0.0,4,16,1,7729808.0,56717.0,24.0,0.25,19.0,0.4722,25.0,0.4318,20.0,0.5,34.67,22.94,31.29,14.03,35.57,13.62,-0.9,37.0,1.5417
2025-10-19,49,6,1,19,10,0.6531,0.3061,0.0408,80,31,0.3875,15,11,0.3061,27.41,3.43,254.85,0.625,0,22,22,6,0.1224,3,15,1,4800505.0,28896.0,61.0,0.419,24.0,0.25,19.0,0.4722,25.0,0.5536,44.67,18.88,34.71,15.13,34.71,12.2,9.96,-12.0,-0.1967
2025-10-20,66,0,0,20,10,0.4848,0.4091,0.1061,107,41,0.3832,18,10,0.2727,18.99,2.58,342.13,0.7231,1,21,20,1,0.0152,5,18,1,7492564.0,40474.0,49.0,0.3875,61.0,0.419,24.0,0.25,35.0,0.3269,58.67,8.74,39.14,19.21,36.57,14.77,22.1,17.0,0.3469
2025-10-21,35,1,0,21,10,0.6571,0.3143,0.0286,70,35,0.5,14,9,0.4,38.98,4.15,575.85,0.5294,0,22,22,7,0.2,1,14,1,4580585.0,10541.0,66.0,0.3832,49.0,0.3875,61.0,0.419,30.0,0.6104,50.0,15.52,39.86,18.91,35.71,14.47,14.29,-31.0,-0.4697
2025-10-22,22,2,0,22,10,0.5,0.4091,0.0909,29,7,0.2414,7,6,0.3182,52.95,4.65,556.47,0.5238,4,23,19,2,0.0909,2,7,1,8738323.0,55296.0,35.0,0.5,66.0,0.3832,49.0,0.3875,25.0,0.4318,41.0,22.61,39.43,19.33,35.07,14.89,5.93,-13.0,-0.3714
2025-10-23,23,3,0,23,10,0.3913,0.4783,0.1304,38,15,0.3947,12,5,0.5217,41.91,2.87,577.2,0.6364,0,15,15,14,0.6087,2,12,1,9237546.0,57627.0,22.0,0.2414,35.0,0.5,66.0,0.3832,19.0,0.4722,26.67,7.23,40.0,18.67,33.79,15.11,-7.12,1.0,0.0455
2025-10-24,19,4,0,24,10,0.4737,0.4737,0.0526,37,18,0.4865,5,9,0.2632,71.28,25.07,582.67,0.3889,0,21,21,8,0.4211,1,5,1,10134804.0,57453.0,23.0,0.3947,22.0,0.2414,35.0,0.5,24.0,0.25,21.33,2.08,39.29,19.47,32.36,15.52,-11.03,-4.0,-0.1739
2025-10-25,35,5,1,25,10,0.5429,0.4,0.0571,51,16,0.3137,10,9,0.2857,39.06,1.94,387.48,0.6471,1,23,22,8,0.2286,3,10,1,7085292.0,42426.0,19.0,0.4865,23.0,0.3947,22.0,0.2414,61.0,0.419,25.67,8.33,35.57,16.95,33.43,15.11,-7.76,16.0,0.8421
2025-10-26,16,6,1,26,10,0.6875,0.3125,0.0,27,11,0.4074,4,8,0.25,53.73,7.93,374.67,0.2667,4,18,14,2,0.125,0,4,0,5884593.0,33214.0,35.0,0.3137,19.0,0.4865,23.0,0.3947,49.0,0.3875,23.33,10.21,30.86,17.18,32.79,15.68,-9.46,-19.0,-0.5429
2025-10-27,15,0,0,27,10,0.6,0.3333,0.0667,31,16,0.5161,5,7,0.3333,78.2,15.98,567.68,0.5,1,19,18,4,0.2667,1,5,1,12927789.0,66098.0,16.0,0.4074,35.0,0.3137,19.0,0.4865,66.0,0.3832,22.0,11.27,23.57,8.32,31.36,16.36,-9.36,-1.0,-0.0625
2025-10-28,60,1,0,28,10,0.6167,0.3,0.0833,91,31,0.3407,15,13,0.25,23.33,1.43,425.58,0.678,0,23,23,14,0.2333,3,15,1,4991258.0,29540.0,15.0,0.5161,16.0,0.4074,35.0,0.3137,35.0,0.5,30.33,25.7,27.14,15.93,33.5,18.05,-3.17,45.0,3.0
2025-10-29,46,2,0,29,10,0.6957,0.2391,0.0652,66,20,0.303,12,10,0.2609,23.2,3.02,330.88,0.6,6,23,17,0,0.0,4,12,1,6420301.0,37561.0,60.0,0.3407,15.0,0.5161,16.0,0.4074,22.0,0.2414,40.33,23.03,30.57,17.17,35.0,18.16,5.33,-14.0,-0.2333
2025-10-30,12,3,0,30,10,0.5833,0.3333,0.0833,23,11,0.4783,4,6,0.3333,124.94,24.13,751.88,0.3636,0,23,23,2,0.1667,0,4,0,7620398.0,37198.0,46.0,0.303,60.0,0.3407,15.0,0.5161,23.0,0.3947,39.33,24.68,29.0,18.44,34.5,18.72,4.83,-34.0,-0.7391
2025-10-31,36,4,0,31,10,0.5278,0.4444,0.0278,54,18,0.3333,12,10,0.3333,32.72,4.8,304.85,0.5143,2,21,19,1,0.0278,2,12,1,6700164.0,38853.0,12.0,0.4783,46.0,0.303,60.0,0.3407,19.0,0.4865,31.33,17.47,31.43,18.02,35.36,18.47,-4.03,24.0,2.0
2025-11-01,6,5,1,1,11,0.5,0.5,0.0,35,29,0.8286,3,4,0.5,237.04,61.62,852.35,0.4,0,20,20,1,0.1667,0,3,0,11762657.0,39387.0,36.0,0.3333,12.0,0.4783,46.0,0.303,35.0,0.3137,18.0,15.87,27.29,20.25,31.43,18.45,-13.43,-30.0,-0.8333
2025-11-02,17,6,1,2,11,0.5294,0.2941,0.1765,49,32,0.6531,2,10,0.1176,66.38,46.43,437.3,0.25,5,22,17,0,0.0,0,2,0,8968652.0,42257.0,6.0,0.8286,36.0,0.3333,12.0,0.4783,16.0,0.4074,19.67,15.18,27.43,20.16,29.14,18.08,-9.47,11.0,1.8333
2025-11-03,48,0,0,3,11,0.6458,0.2708,0.0833,104,56,0.5385,9,11,0.1875,21.92,4.32,277.52,0.5745,4,21,17,8,0.1667,5,9,1,7816949.0,53547.0,17.0,0.6531,6.0,0.8286,36.0,0.3333,15.0,0.5161,23.67,21.78,32.14,20.63,27.86,15.75,-4.19,31.0,1.8235
2025-11-04,30,1,0,4,11,0.6333,0.3,0.0667,56,26,0.4643,9,10,0.3,45.79,4.82,404.0,0.5172,1,23,22,6,0.2,1,9,1,9255508.0,55884.0,48.0,0.5385,17.0,0.6531,6.0,0.8286,60.0,0.3407,31.67,15.57,27.86,16.6,27.5,15.63,4.17,-18.0,-0.375
2025-11-05,10,2,0,5,11,0.6,0.3,0.1,20,10,0.5,5,5,0.5,120.84,6.85,630.77,0.3333,4,23,19,2,0.2,1,5,1,9580590.0,42514.0,30.0,0.4643,48.0,0.5385,17.0,0.6531,46.0,0.303,29.33,19.01,22.71,15.59,26.64,16.27,2.69,-20.0,-0.6667
2025-11-06,14,3,0,6,11,0.7857,0.0714,0.1429,42,28,0.6667,5,4,0.3571,97.45,5.67,559.0,0.3846,0,21,21,4,0.2857,1,5,1,3459579.0,15333.0,10.0,0.5,30.0,0.4643,48.0,0.5385,12.0,0.4783,18.0,10.58,23.0,15.37,26.0,16.6,-8.0,4.0,0.4
2025-11-07,28,4,0,7,11,0.6786,0.1429,0.1786,45,17,0.3778,10,9,0.3571,41.65,8.28,319.22,0.4074,1,19,18,5,0.1786,2,10,1,6819332.0,46019.0,14.0,0.6667,10.0,0.5,30.0,0.4643,36.0,0.3333,17.33,9.45,21.86,14.52,26.64,16.49,-9.31,14.0,1.0
2025-11-08,23,5,1,8,11,0.4783,0.4348,0.087,41,18,0.439,9,9,0.3913,64.0,2.52,530.6,0.5909,0,23,23,1,0.0435,2,9,1,3978376.0,16033.0,28.0,0.3778,14.0,0.6667,10.0,0.5,6.0,0.8286,21.67,7.09,24.29,12.74,25.79,16.33,-4.12,-5.0,-0.1786
2025-11-09,21,6,1,9,11,0.5714,0.2381,0.1905,58,37,0.6379,4,10,0.1905,58.48,16.23,469.17,0.25,1,20,19,7,0.3333,0,4,0,9712652.0,62559.0,23.0,0.439,28.0,0.3778,14.0,0.6667,17.0,0.6531,24.0,3.61,24.86,12.44,26.14,16.15,-2.14,-2.0,-0.087
2025-11-10,20,0,0,10,11,0.6,0.35,0.05,54,34,0.6296,6,8,0.3,54.59,14.25,488.33,0.3684,4,21,17,3,0.15,1,6,1,7854628.0,51695.0,21.0,0.6379,23.0,0.439,28.0,0.3778,48.0,0.5385,21.33,1.53,20.86,7.13,26.5,15.94,-5.17,-1.0,-0.0476
2025-11-11,29,1,0,11,11,0.4138,0.4828,0.1034,49,20,0.4082,8,13,0.2759,46.0,17.52,408.42,0.3214,1,23,22,5,0.1724,1,8,1,6399696.0,33221.0,20.0,0.6296,21.0,0.6379,23.0,0.439,30.0,0.4643,23.33,4.93,20.71,6.92,24.29,12.77,-0.96,9.0,0.45
2025-11-12,45,2,0,12,11,0.4889,0.4889,0.0222,68,23,0.3382,7,11,0.1556,26.89,5.31,477.98,0.4773,1,20,19,10,0.2222,5,7,1,8553442.0,37617.0,29.0,0.4082,20.0,0.6296,21.0,0.6379,10.0,0.5,31.33,12.66,25.71,9.89,24.21,12.64,7.12,16.0,0.5517
2025-11-13,52,3,0,13,11,0.5769,0.3654,0.0577,77,25,0.3247,15,14,0.2885,24.04,3.7,399.87,0.5098,2,23,21,4,0.0769,4,15,1,5380070.0,29400.0,45.0,0.3382,29.0,0.4082,20.0,0.6296,14.0,0.6667,42.0,11.79,31.14,12.48,27.07,14.1,14.93,7.0,0.1556
2025-11-14,58,4,0,14,11,0.6379,0.3276,0.0345,89,31,0.3483,12,13,0.2069,21.86,3.37,253.82,0.5789,0,21,21,9,0.1552,5,12,1,3814755.0,16361.0,52.0,0.3247,45.0,0.3382,29.0,0.4082,28.0,0.3778,51.67,6.51,35.43,15.9,28.64,16.24,23.03,6.0,0.1154
2025-11-15,18,5,1,15,11,0.5,0.5,0.0,36,18,0.5,4,8,0.2222,76.15,13.3,572.85,0.2941,0,21,21,6,0.3333,0,4,0,8793623.0,35501.0,58.0,0.3483,52.0,0.3247,45.0,0.3382,23.0,0.439,42.67,21.57,34.71,16.65,29.5,15.24,13.17,-40.0,-0.6897
2025-11-16,40,6,1,16,11,0.5,0.325,0.175,84,44,0.5238,8,14,0.2,34.25,6.93,370.02,0.3846,0,23,23,10,0.25,2,8,1,5982862.0,33211.0,18.0,0.5,58.0,0.3483,52.0,0.3247,21.0,0.6379,38.67,20.03,37.43,15.55,31.14,15.02,7.53,22.0,1.2222
